ENTREZID	PATHWAY_TERM	SYMBOL	perc.genes
51765	Oxidative stress response	STK26	0.00970717580178054
51765	PDGF signaling pathway	STK26	0.0322321141263542
51765	Ras Pathway	STK26	0.0177517966319854
51765	T cell activation	STK26	0.0224176767135042
51765	Toll receptor signaling pathway	STK26	0.014802102327577
51765	Transcription regulation by bZIP transcription factor	STK26	0.00820551324680897
51765	VEGF signaling pathway	STK26	0.0212914297972756
51765	p38 MAPK pathway	STK26	0.0134613321892095
51768	NA	TM7SF3	0.861578890914942
51773	NA	RSF1	0.861578890914942
51773	Alzheimer disease-amyloid secretase pathway	RSF1	0.0114769923844256
51773	Alzheimer disease-presenilin pathway	RSF1	0.0163037648825485
51773	p53 pathway	RSF1	0.0235975544352676
51776	NA	MAP3K20	0.861578890914942
51778	NA	MYOZ2	0.861578890914942
51780	NA	KDM3B	0.861578890914942
5179	Enkephalin release	PENK	0.00455861847044943
5179	Opioid proenkephalin pathway	PENK	0.0060066502198863
5179	Opioid prodynorphin pathway	PENK	0.00530944974793521
518	NA	ATP5MC3	0.861578890914942
51802	NA	ASIC5	0.861578890914942
51804	NA	SIX4	0.861578890914942
51805	NA	COQ3	0.861578890914942
51806	NA	CALML5	0.861578890914942
51806	B cell activation	CALML5	0.0215059530194144
51806	CCKR signaling map	CALML5	0.0578140083664057
51806	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	CALML5	0.0163037648825485
51806	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	CALML5	0.00981443741284994
51806	T cell activation	CALML5	0.0224176767135042
51807	NA	TUBA8	0.861578890914942
51807	Cytoskeletal regulation by Rho GTPase	TUBA8	0.0153920411884587
51807	Gonadotropin-releasing hormone receptor pathway	TUBA8	0.0669312453073045
51807	Huntington disease	TUBA8	0.0274053416282313
51808	NA	PHAX	0.861578890914942
51809	NA	GALNT7	0.861578890914942
51816	NA	ADA2	0.861578890914942
51816	Adenine and hypoxanthine salvage pathway	ADA2	0.000482677249812292
5184	NA	PEPD	0.861578890914942
5187	Circadian clock system	PER1	0.00139440094390218
5187	Gonadotropin-releasing hormone receptor pathway	PER1	0.0669312453073045
5188	NA	GATB	0.861578890914942
5189	NA	PEX1	0.861578890914942
5190	NA	PEX6	0.861578890914942
5191	NA	PEX7	0.861578890914942
5192	NA	PEX10	0.861578890914942
5193	NA	PEX12	0.861578890914942
5194	NA	PEX13	0.861578890914942
5195	NA	PEX14	0.861578890914942
5196	Inflammation mediated by chemokine and cytokine signaling pathway	PF4	0.0403839965676284
5196	CCKR signaling map	PF4	0.0578140083664057
5196	Interleukin signaling pathway	PF4	0.024777432157031
5197	Inflammation mediated by chemokine and cytokine signaling pathway	PF4V1	0.0403839965676284
5197	CCKR signaling map	PF4V1	0.0578140083664057
5197	Interleukin signaling pathway	PF4V1	0.024777432157031
5198	De novo purine biosynthesis	PFAS	0.00198433980478387
5199	NA	CFP	0.861578890914942
52	NA	ACP1	0.861578890914942
5201	NA	PFDN1	0.861578890914942
5202	NA	PFDN2	0.861578890914942
5203	NA	PFDN4	0.861578890914942
5204	NA	PFDN5	0.861578890914942
5205	NA	ATP8B1	0.861578890914942
5207	NA	PFKFB1	0.861578890914942
5208	NA	PFKFB2	0.861578890914942
5209	NA	PFKFB3	0.861578890914942
521	NA	ATP5ME	0.861578890914942
5210	NA	PFKFB4	0.861578890914942
5211	Glycolysis	PFKL	0.00139440094390218
5212	NA	VIT	0.861578890914942
5213	Glycolysis	PFKM	0.00139440094390218
5214	NA	PFKP	0.861578890914942
5214	Glycolysis	PFKP	0.00139440094390218
5216	Cytoskeletal regulation by Rho GTPase	PFN1	0.0153920411884587
5217	Cytoskeletal regulation by Rho GTPase	PFN2	0.0153920411884587
5218	NA	CDK14	0.861578890914942
5218	Axon guidance mediated by semaphorins	CDK14	0.0102434838571275
5218	Cell cycle	CDK14	0.00488040330365762
5218	Dopamine receptor mediated signaling pathway	CDK14	0.0150166255497158
5218	EGF receptor signaling pathway	CDK14	0.0227930923522471
5218	Insulin/IGF pathway-protein kinase B signaling cascade	CDK14	0.011584253995495
5218	Nicotine pharmacodynamics pathway	CDK14	0.0144803174943688
5218	PDGF signaling pathway	CDK14	0.0322321141263542
5218	p53 pathway	CDK14	0.0235975544352676
5218	p53 pathway feedback loops 2	CDK14	0.0127105009117237
522	NA	ATP5PF	0.861578890914942
5222	NA	PGA5	0.861578890914942
5222	Alzheimer disease-amyloid secretase pathway	PGA5	0.0114769923844256
5222	Alzheimer disease-presenilin pathway	PGA5	0.0163037648825485
5223	Glycolysis	PGAM1	0.00139440094390218
5224	Glycolysis	PGAM2	0.00139440094390218
5225	NA	PGC	0.861578890914942
5225	Alzheimer disease-amyloid secretase pathway	PGC	0.0114769923844256
5225	Alzheimer disease-presenilin pathway	PGC	0.0163037648825485
5226	Pentose phosphate pathway	PGD	0.00112624691622868
5228	NA	PGF	0.861578890914942
5228	Angiogenesis	PGF	0.0381851335407058
5228	VEGF signaling pathway	PGF	0.0212914297972756
5229	NA	PGGT1B	0.861578890914942
523	NA	ATP6V1A	0.861578890914942
5230	Glycolysis	PGK1	0.00139440094390218
5232	NA	PGK2	0.861578890914942
5232	Glycolysis	PGK2	0.00139440094390218
5236	NA	PGM1	0.861578890914942
5238	NA	PGM3	0.861578890914942
5239	NA	PGM5	0.861578890914942
5241	Gonadotropin-releasing hormone receptor pathway	PGR	0.0669312453073045
5243	NA	ABCB1	0.861578890914942
5244	NA	ABCB4	0.861578890914942
5245	NA	PHB	0.861578890914942
525	NA	ATP6V1B1	0.861578890914942
5250	NA	SLC25A3	0.861578890914942
5251	NA	PHEX	0.861578890914942
5251	Endothelin signaling pathway	PHEX	0.0129250241338625
5252	NA	PHF1	0.861578890914942
5253	NA	PHF2	0.861578890914942
5255	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	PHKA1	0.0163037648825485
5256	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	PHKA2	0.0163037648825485
5257	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	PHKB	0.0163037648825485
526	NA	ATP6V1B2	0.861578890914942
5260	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	PHKG1	0.0163037648825485
5261	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	PHKG2	0.0163037648825485
5264	NA	PHYH	0.861578890914942
5265	Blood coagulation	SERPINA1	0.0147484715220423
5265	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINA1	0.0139976402445565
5265	CCKR signaling map	SERPINA1	0.0578140083664057
5265	Plasminogen activating cascade	SERPINA1	0.00573849619221281
5265	Toll pathway-drosophila	SERPINA1	0.00289606349887375
5265	p53 pathway	SERPINA1	0.0235975544352676
5266	NA	PI3	0.861578890914942
5267	NA	SERPINA4	0.861578890914942
5267	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINA4	0.0139976402445565
5267	Blood coagulation	SERPINA4	0.0147484715220423
5267	CCKR signaling map	SERPINA4	0.0578140083664057
5267	Plasminogen activating cascade	SERPINA4	0.00573849619221281
5267	Toll pathway-drosophila	SERPINA4	0.00289606349887375
5267	p53 pathway	SERPINA4	0.0235975544352676
5268	p53 pathway	SERPINB5	0.0235975544352676
5268	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINB5	0.0139976402445565
5268	Blood coagulation	SERPINB5	0.0147484715220423
5268	CCKR signaling map	SERPINB5	0.0578140083664057
5268	Plasminogen activating cascade	SERPINB5	0.00573849619221281
5268	Toll pathway-drosophila	SERPINB5	0.00289606349887375
5269	NA	SERPINB6	0.861578890914942
5269	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINB6	0.0139976402445565
5269	Blood coagulation	SERPINB6	0.0147484715220423
5269	CCKR signaling map	SERPINB6	0.0578140083664057
5269	Plasminogen activating cascade	SERPINB6	0.00573849619221281
5269	Toll pathway-drosophila	SERPINB6	0.00289606349887375
5269	p53 pathway	SERPINB6	0.0235975544352676
527	NA	ATP6V0C	0.861578890914942
5270	NA	SERPINE2	0.861578890914942
5270	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINE2	0.0139976402445565
5270	Blood coagulation	SERPINE2	0.0147484715220423
5270	CCKR signaling map	SERPINE2	0.0578140083664057
5270	Plasminogen activating cascade	SERPINE2	0.00573849619221281
5270	Toll pathway-drosophila	SERPINE2	0.00289606349887375
5270	p53 pathway	SERPINE2	0.0235975544352676
5271	NA	SERPINB8	0.861578890914942
5271	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINB8	0.0139976402445565
5271	Blood coagulation	SERPINB8	0.0147484715220423
5271	CCKR signaling map	SERPINB8	0.0578140083664057
5271	Plasminogen activating cascade	SERPINB8	0.00573849619221281
5271	Toll pathway-drosophila	SERPINB8	0.00289606349887375
5271	p53 pathway	SERPINB8	0.0235975544352676
5272	NA	SERPINB9	0.861578890914942
5272	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINB9	0.0139976402445565
5272	Blood coagulation	SERPINB9	0.0147484715220423
5272	CCKR signaling map	SERPINB9	0.0578140083664057
5272	Plasminogen activating cascade	SERPINB9	0.00573849619221281
5272	Toll pathway-drosophila	SERPINB9	0.00289606349887375
5272	p53 pathway	SERPINB9	0.0235975544352676
5273	NA	SERPINB10	0.861578890914942
5273	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINB10	0.0139976402445565
5273	Blood coagulation	SERPINB10	0.0147484715220423
5273	CCKR signaling map	SERPINB10	0.0578140083664057
5273	Plasminogen activating cascade	SERPINB10	0.00573849619221281
5273	Toll pathway-drosophila	SERPINB10	0.00289606349887375
5273	p53 pathway	SERPINB10	0.0235975544352676
5274	NA	SERPINI1	0.861578890914942
5274	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINI1	0.0139976402445565
5274	Blood coagulation	SERPINI1	0.0147484715220423
5274	CCKR signaling map	SERPINI1	0.0578140083664057
5274	Plasminogen activating cascade	SERPINI1	0.00573849619221281
5274	Toll pathway-drosophila	SERPINI1	0.00289606349887375
5274	p53 pathway	SERPINI1	0.0235975544352676
5275	NA	SERPINB13	0.861578890914942
5275	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINB13	0.0139976402445565
5275	Blood coagulation	SERPINB13	0.0147484715220423
5275	CCKR signaling map	SERPINB13	0.0578140083664057
5275	Plasminogen activating cascade	SERPINB13	0.00573849619221281
5275	Toll pathway-drosophila	SERPINB13	0.00289606349887375
5275	p53 pathway	SERPINB13	0.0235975544352676
5276	NA	SERPINI2	0.861578890914942
5276	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINI2	0.0139976402445565
5276	Blood coagulation	SERPINI2	0.0147484715220423
5276	CCKR signaling map	SERPINI2	0.0578140083664057
5276	Plasminogen activating cascade	SERPINI2	0.00573849619221281
5276	Toll pathway-drosophila	SERPINI2	0.00289606349887375
5276	p53 pathway	SERPINI2	0.0235975544352676
5277	NA	PIGA	0.861578890914942
5279	NA	PIGC	0.861578890914942
528	NA	ATP6V1C1	0.861578890914942
5281	NA	PIGF	0.861578890914942
5283	NA	PIGH	0.861578890914942
5284	NA	PIGR	0.861578890914942
5286	Angiogenesis	PIK3C2A	0.0381851335407058
5286	Axon guidance mediated by netrin	PIK3C2A	0.00568486538667811
5286	EGF receptor signaling pathway	PIK3C2A	0.0227930923522471
5286	Endothelin signaling pathway	PIK3C2A	0.0129250241338625
5286	FGF signaling pathway	PIK3C2A	0.0230612463799206
5286	Hypoxia response via HIF activation	PIK3C2A	0.00573849619221281
5286	Insulin/IGF pathway-protein kinase B signaling cascade	PIK3C2A	0.011584253995495
5286	Integrin signalling pathway	PIK3C2A	0.0322857449318889
5286	VEGF signaling pathway	PIK3C2A	0.0212914297972756
5286	p53 pathway	PIK3C2A	0.0235975544352676
5286	p53 pathway feedback loops 2	PIK3C2A	0.0127105009117237
5286	Apoptosis signaling pathway	PIK3C2A	0.0195216132146305
5286	B cell activation	PIK3C2A	0.0215059530194144
5286	CCKR signaling map	PIK3C2A	0.0578140083664057
5286	Inflammation mediated by chemokine and cytokine signaling pathway	PIK3C2A	0.0403839965676284
5286	Interleukin signaling pathway	PIK3C2A	0.024777432157031
5286	PDGF signaling pathway	PIK3C2A	0.0322321141263542
5286	PI3 kinase pathway	PIK3C2A	0.0210232757696021
5286	Ras Pathway	PIK3C2A	0.0177517966319854
5286	T cell activation	PIK3C2A	0.0224176767135042
5287	Angiogenesis	PIK3C2B	0.0381851335407058
5287	Axon guidance mediated by netrin	PIK3C2B	0.00568486538667811
5287	EGF receptor signaling pathway	PIK3C2B	0.0227930923522471
5287	Endothelin signaling pathway	PIK3C2B	0.0129250241338625
5287	FGF signaling pathway	PIK3C2B	0.0230612463799206
5287	Hypoxia response via HIF activation	PIK3C2B	0.00573849619221281
5287	Insulin/IGF pathway-protein kinase B signaling cascade	PIK3C2B	0.011584253995495
5287	Integrin signalling pathway	PIK3C2B	0.0322857449318889
5287	VEGF signaling pathway	PIK3C2B	0.0212914297972756
5287	p53 pathway	PIK3C2B	0.0235975544352676
5287	p53 pathway feedback loops 2	PIK3C2B	0.0127105009117237
5287	Apoptosis signaling pathway	PIK3C2B	0.0195216132146305
5287	B cell activation	PIK3C2B	0.0215059530194144
5287	CCKR signaling map	PIK3C2B	0.0578140083664057
5287	Inflammation mediated by chemokine and cytokine signaling pathway	PIK3C2B	0.0403839965676284
5287	Interleukin signaling pathway	PIK3C2B	0.024777432157031
5287	PDGF signaling pathway	PIK3C2B	0.0322321141263542
5287	PI3 kinase pathway	PIK3C2B	0.0210232757696021
5287	Ras Pathway	PIK3C2B	0.0177517966319854
5287	T cell activation	PIK3C2B	0.0224176767135042
5288	Angiogenesis	PIK3C2G	0.0381851335407058
5288	Axon guidance mediated by netrin	PIK3C2G	0.00568486538667811
5288	EGF receptor signaling pathway	PIK3C2G	0.0227930923522471
5288	Endothelin signaling pathway	PIK3C2G	0.0129250241338625
5288	FGF signaling pathway	PIK3C2G	0.0230612463799206
5288	Hypoxia response via HIF activation	PIK3C2G	0.00573849619221281
5288	Inflammation mediated by chemokine and cytokine signaling pathway	PIK3C2G	0.0403839965676284
5288	Insulin/IGF pathway-protein kinase B signaling cascade	PIK3C2G	0.011584253995495
5288	Integrin signalling pathway	PIK3C2G	0.0322857449318889
5288	T cell activation	PIK3C2G	0.0224176767135042
5288	VEGF signaling pathway	PIK3C2G	0.0212914297972756
5288	p53 pathway	PIK3C2G	0.0235975544352676
5288	p53 pathway feedback loops 2	PIK3C2G	0.0127105009117237
5288	Apoptosis signaling pathway	PIK3C2G	0.0195216132146305
5288	B cell activation	PIK3C2G	0.0215059530194144
5288	CCKR signaling map	PIK3C2G	0.0578140083664057
5288	Interleukin signaling pathway	PIK3C2G	0.024777432157031
5288	PDGF signaling pathway	PIK3C2G	0.0322321141263542
5288	PI3 kinase pathway	PIK3C2G	0.0210232757696021
5288	Ras Pathway	PIK3C2G	0.0177517966319854
5289	Angiogenesis	PIK3C3	0.0381851335407058
5289	EGF receptor signaling pathway	PIK3C3	0.0227930923522471
5289	Endothelin signaling pathway	PIK3C3	0.0129250241338625
5289	FGF signaling pathway	PIK3C3	0.0230612463799206
5289	Hypoxia response via HIF activation	PIK3C3	0.00573849619221281
5289	Insulin/IGF pathway-protein kinase B signaling cascade	PIK3C3	0.011584253995495
5289	Integrin signalling pathway	PIK3C3	0.0322857449318889
5289	PDGF signaling pathway	PIK3C3	0.0322321141263542
5289	Ras Pathway	PIK3C3	0.0177517966319854
5289	T cell activation	PIK3C3	0.0224176767135042
5289	VEGF signaling pathway	PIK3C3	0.0212914297972756
5289	p53 pathway	PIK3C3	0.0235975544352676
5289	p53 pathway feedback loops 2	PIK3C3	0.0127105009117237
5289	Apoptosis signaling pathway	PIK3C3	0.0195216132146305
5289	Axon guidance mediated by netrin	PIK3C3	0.00568486538667811
5289	B cell activation	PIK3C3	0.0215059530194144
5289	CCKR signaling map	PIK3C3	0.0578140083664057
5289	Inflammation mediated by chemokine and cytokine signaling pathway	PIK3C3	0.0403839965676284
5289	Interleukin signaling pathway	PIK3C3	0.024777432157031
5289	PI3 kinase pathway	PIK3C3	0.0210232757696021
529	NA	ATP6V1E1	0.861578890914942
5290	Angiogenesis	PIK3CA	0.0381851335407058
5290	Apoptosis signaling pathway	PIK3CA	0.0195216132146305
5290	Axon guidance mediated by netrin	PIK3CA	0.00568486538667811
5290	B cell activation	PIK3CA	0.0215059530194144
5290	EGF receptor signaling pathway	PIK3CA	0.0227930923522471
5290	Endothelin signaling pathway	PIK3CA	0.0129250241338625
5290	FGF signaling pathway	PIK3CA	0.0230612463799206
5290	Hypoxia response via HIF activation	PIK3CA	0.00573849619221281
5290	Inflammation mediated by chemokine and cytokine signaling pathway	PIK3CA	0.0403839965676284
5290	Insulin/IGF pathway-protein kinase B signaling cascade	PIK3CA	0.011584253995495
5290	Integrin signalling pathway	PIK3CA	0.0322857449318889
5290	Interleukin signaling pathway	PIK3CA	0.024777432157031
5290	PDGF signaling pathway	PIK3CA	0.0322321141263542
5290	PI3 kinase pathway	PIK3CA	0.0210232757696021
5290	Ras Pathway	PIK3CA	0.0177517966319854
5290	T cell activation	PIK3CA	0.0224176767135042
5290	VEGF signaling pathway	PIK3CA	0.0212914297972756
5290	p53 pathway	PIK3CA	0.0235975544352676
5290	p53 pathway feedback loops 2	PIK3CA	0.0127105009117237
5290	CCKR signaling map	PIK3CA	0.0578140083664057
5291	Angiogenesis	PIK3CB	0.0381851335407058
5291	Apoptosis signaling pathway	PIK3CB	0.0195216132146305
5291	Axon guidance mediated by netrin	PIK3CB	0.00568486538667811
5291	B cell activation	PIK3CB	0.0215059530194144
5291	CCKR signaling map	PIK3CB	0.0578140083664057
5291	EGF receptor signaling pathway	PIK3CB	0.0227930923522471
5291	Endothelin signaling pathway	PIK3CB	0.0129250241338625
5291	FGF signaling pathway	PIK3CB	0.0230612463799206
5291	Hypoxia response via HIF activation	PIK3CB	0.00573849619221281
5291	Inflammation mediated by chemokine and cytokine signaling pathway	PIK3CB	0.0403839965676284
5291	Insulin/IGF pathway-protein kinase B signaling cascade	PIK3CB	0.011584253995495
5291	Integrin signalling pathway	PIK3CB	0.0322857449318889
5291	Interleukin signaling pathway	PIK3CB	0.024777432157031
5291	PDGF signaling pathway	PIK3CB	0.0322321141263542
5291	PI3 kinase pathway	PIK3CB	0.0210232757696021
5291	Ras Pathway	PIK3CB	0.0177517966319854
5291	T cell activation	PIK3CB	0.0224176767135042
5291	VEGF signaling pathway	PIK3CB	0.0212914297972756
5291	p53 pathway	PIK3CB	0.0235975544352676
5291	p53 pathway feedback loops 2	PIK3CB	0.0127105009117237
5292	NA	PIM1	0.861578890914942
5293	Angiogenesis	PIK3CD	0.0381851335407058
5293	Apoptosis signaling pathway	PIK3CD	0.0195216132146305
5293	Axon guidance mediated by netrin	PIK3CD	0.00568486538667811
5293	B cell activation	PIK3CD	0.0215059530194144
5293	EGF receptor signaling pathway	PIK3CD	0.0227930923522471
5293	Endothelin signaling pathway	PIK3CD	0.0129250241338625
5293	FGF signaling pathway	PIK3CD	0.0230612463799206
5293	Hypoxia response via HIF activation	PIK3CD	0.00573849619221281
5293	Inflammation mediated by chemokine and cytokine signaling pathway	PIK3CD	0.0403839965676284
5293	Insulin/IGF pathway-protein kinase B signaling cascade	PIK3CD	0.011584253995495
5293	Integrin signalling pathway	PIK3CD	0.0322857449318889
